StateAb,Ticket,TicketNo,Surname,GivenName,Party,Preference
"QLD"," E","1","McLUCAS","Jan","Australian Labor Party",45
"QLD"," E","1","SMITH","David","Australian Labor Party",46
"QLD"," E","1","FENTIMAN","Shannon","Australian Labor Party",47
"QLD"," E","1","FRYAR","Jim","Liberal Democrats (LDP)",42
"QLD"," E","1","FULTON","Robert","Liberal Democrats (LDP)",43
"QLD"," E","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",29
"QLD"," E","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",30
"QLD"," E","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",31
"QLD"," E","1","BRICE","Malcolm","Christian Democratic Party",5
"QLD"," E","1","VOGEL","Tony","Christian Democratic Party",6
"QLD"," E","1","WHITE","Mark","Independent",23
"QLD"," E","1","BAMBRICK","Don","Independent",24
"QLD"," E","1","SMITH","Mark Leslie Chapman","Independent",25
"QLD"," E","1","WIRTH","Jarrod John","Independent",26
"QLD"," E","1","PYKE","Peter","",27
"QLD"," E","1","CARROLL","Maurie","Independent",28
"QLD"," F","1","READING","Scott","Senator On-Line",22
"QLD"," F","2","READING","Scott","Senator On-Line",22
"QLD"," F","1","EMBREY","Joh","Senator On-Line",23
"QLD"," F","2","EMBREY","Joh","Senator On-Line",23
"QLD"," F","1","VETTER","Anne","Carers Alliance",20
"QLD"," F","2","VETTER","Anne","Carers Alliance",20
"QLD"," F","1","HORNE","Vicki","Carers Alliance",21
"QLD"," F","2","HORNE","Vicki","Carers Alliance",21
"QLD"," F","1","SPENCER","Paul","",28
"QLD"," F","2","SPENCER","Paul","",28
"QLD"," F","1","SPENCER","Mary","",29
"QLD"," F","2","SPENCER","Mary","",29
"QLD"," F","1","FRANCIS","Wendy","Family First",46
"QLD"," F","2","FRANCIS","Wendy","Family First",46
"QLD"," F","1","FINDLAY","Peter","Family First",47
"QLD"," F","2","FINDLAY","Peter","Family First",47
"QLD"," F","1","NICKSON","Amanda","Family First",48
"QLD"," F","2","NICKSON","Amanda","Family First",48
"QLD"," F","1","PETER","Andrew Mark","Shooters and Fishers",49
"QLD"," F","2","PETER","Andrew Mark","Shooters and Fishers",49
"QLD"," F","1","HUGGETT","Chris","Shooters and Fishers",50
"QLD"," F","2","HUGGETT","Chris","Shooters and Fishers",50
"QLD"," F","1","PYKE","John Richard","",1
"QLD"," F","2","PYKE","John Richard","",1
"QLD"," F","1","TOOLEY","Christopher Ronald","",2
"QLD"," F","2","TOOLEY","Christopher Ronald","",2
"QLD"," F","1","LINDSAY-PARK","E-Jay","",24
"QLD"," F","2","LINDSAY-PARK","E-Jay","",24
"QLD"," F","1","GUERIN","Lachlan","",25
"QLD"," F","2","GUERIN","Lachlan","",25
"QLD"," F","1","EVANS","Rod","One Nation",59
"QLD"," F","2","EVANS","Rod","One Nation",59
"QLD"," F","1","NELSON","Ian J","One Nation",60
"QLD"," F","2","NELSON","Ian J","One Nation",60
"QLD"," F","1","WATTIE","Russell","",18
"QLD"," F","2","WATTIE","Russell","",18
"QLD"," F","1","DOWELL","John","",19
"QLD"," F","2","DOWELL","John","",19
"QLD"," F","1","STEVENSON","Paul Joseph","Australian Democrats",5
"QLD"," F","2","STEVENSON","Paul Joseph","Australian Democrats",8
"QLD"," F","1","CLUSE","Jennifer","Australian Democrats",6
"QLD"," F","2","CLUSE","Jennifer","Australian Democrats",9
"QLD"," F","1","SCHUBACK","Peter","Australia First Party",55
"QLD"," F","2","SCHUBACK","Peter","Australia First Party",55
"QLD"," F","1","MAINE","Nick","Australia First Party",56
"QLD"," F","2","MAINE","Nick","Australia First Party",56
"QLD"," F","1","ALBERTS","Kat","Secular Party of Australia",10
"QLD"," F","2","ALBERTS","Kat","Secular Party of Australia",10
"QLD"," F","1","SHELTON","Peter","Secular Party of Australia",11
"QLD"," F","2","SHELTON","Peter","Secular Party of Australia",11
"QLD"," F","1","CARDWELL","Terence Leonard","The Climate Sceptics",53
"QLD"," F","2","CARDWELL","Terence Leonard","The Climate Sceptics",53
"QLD"," F","1","JONES","Lance Herbert","The Climate Sceptics",54
"QLD"," F","2","JONES","Lance Herbert","The Climate Sceptics",54
"QLD"," F","1","THIES","Robert","Citizens Electoral Council",57
"QLD"," F","2","THIES","Robert","Citizens Electoral Council",57
"QLD"," F","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",58
"QLD"," F","2","HETHERINGTON","Maurice Verney","Citizens Electoral Council",58
"QLD"," F","1","BRANDIS","George Henry","Liberal National Party of Queensland",30
"QLD"," F","2","BRANDIS","George Henry","Liberal National Party of Queensland",30
"QLD"," F","1","JOYCE","Barnaby","Liberal National Party of Queensland",34
"QLD"," F","2","JOYCE","Barnaby","Liberal National Party of Queensland",34
"QLD"," F","1","MASON","Brett","Liberal National Party of Queensland",31
"QLD"," F","2","MASON","Brett","Liberal National Party of Queensland",31
"QLD"," F","1","TROOD","Russell","Liberal National Party of Queensland",32
"QLD"," F","2","TROOD","Russell","Liberal National Party of Queensland",32
"QLD"," F","1","BOYD","Julie","Liberal National Party of Queensland",33
"QLD"," F","2","BOYD","Julie","Liberal National Party of Queensland",33
"QLD"," F","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",51
"QLD"," F","2","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",51
"QLD"," F","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",52
"QLD"," F","2","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",52
"QLD"," F","1","GIBSON","Desiree Lee","Australian Sex Party",16
"QLD"," F","2","GIBSON","Desiree Lee","Australian Sex Party",16
"QLD"," F","1","SHEEN","Tim","Australian Sex Party",17
"QLD"," F","2","SHEEN","Tim","Australian Sex Party",17
"QLD"," F","1","WATERS","Larissa","The Greens",7
"QLD"," F","2","WATERS","Larissa","The Greens",5
"QLD"," F","1","CONNORS","Elizabeth Louise Alice","The Greens",8
"QLD"," F","2","CONNORS","Elizabeth Louise Alice","The Greens",6
"QLD"," F","1","STIRLING","Jenny","The Greens",9
"QLD"," F","2","STIRLING","Jenny","The Greens",7
"QLD"," F","1","WATSON","Sam","Socialist Alliance",26
"QLD"," F","2","WATSON","Sam","Socialist Alliance",26
"QLD"," F","1","LOWE","David","Socialist Alliance",27
"QLD"," F","2","LOWE","David","Socialist Alliance",27
"QLD"," F","1","LUDWIG","Joe","Australian Labor Party",12
"QLD"," F","2","LUDWIG","Joe","Australian Labor Party",12
"QLD"," F","1","McLUCAS","Jan","Australian Labor Party",13
"QLD"," F","2","McLUCAS","Jan","Australian Labor Party",13
"QLD"," F","1","SMITH","David","Australian Labor Party",14
"QLD"," F","2","SMITH","David","Australian Labor Party",14
"QLD"," F","1","FENTIMAN","Shannon","Australian Labor Party",15
"QLD"," F","2","FENTIMAN","Shannon","Australian Labor Party",15
"QLD"," F","1","FRYAR","Jim","Liberal Democrats (LDP)",39
"QLD"," F","2","FRYAR","Jim","Liberal Democrats (LDP)",39
"QLD"," F","1","FULTON","Robert","Liberal Democrats (LDP)",40
"QLD"," F","2","FULTON","Robert","Liberal Democrats (LDP)",40
"QLD"," F","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",41
"QLD"," F","2","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",41
"QLD"," F","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",42
"QLD"," F","2","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",42
"QLD"," F","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",43
"QLD"," F","2","JACKSON","Noel W","D.L.P. - Democratic Labor Party",43
"QLD"," F","1","BRICE","Malcolm","Christian Democratic Party",44
"QLD"," F","2","BRICE","Malcolm","Christian Democratic Party",44
"QLD"," F","1","VOGEL","Tony","Christian Democratic Party",45
"QLD"," F","2","VOGEL","Tony","Christian Democratic Party",45
"QLD"," F","1","WHITE","Mark","Independent",35
"QLD"," F","2","WHITE","Mark","Independent",35
"QLD"," F","1","BAMBRICK","Don","Independent",36
"QLD"," F","2","BAMBRICK","Don","Independent",36
"QLD"," F","1","SMITH","Mark Leslie Chapman","Independent",3
"QLD"," F","2","SMITH","Mark Leslie Chapman","Independent",3
"QLD"," F","1","WIRTH","Jarrod John","Independent",37
"QLD"," F","2","WIRTH","Jarrod John","Independent",37
"QLD"," F","1","PYKE","Peter","",4
"QLD"," F","2","PYKE","Peter","",4
"QLD"," F","1","CARROLL","Maurie","Independent",38
"QLD"," F","2","CARROLL","Maurie","Independent",38
"QLD"," G","1","READING","Scott","Senator On-Line",14
"QLD"," G","1","EMBREY","Joh","Senator On-Line",15
"QLD"," G","1","VETTER","Anne","Carers Alliance",16
"QLD"," G","1","HORNE","Vicki","Carers Alliance",17
"QLD"," G","1","SPENCER","Paul","",12
"QLD"," G","1","SPENCER","Mary","",13
"QLD"," G","1","FRANCIS","Wendy","Family First",28
"QLD"," G","1","FINDLAY","Peter","Family First",29
"QLD"," G","1","NICKSON","Amanda","Family First",30
"QLD"," G","1","PETER","Andrew Mark","Shooters and Fishers",20
"QLD"," G","1","HUGGETT","Chris","Shooters and Fishers",21
"QLD"," G","1","PYKE","John Richard","",8
"QLD"," G","1","TOOLEY","Christopher Ronald","",9
"QLD"," G","1","LINDSAY-PARK","E-Jay","",1
"QLD"," G","1","GUERIN","Lachlan","",2
"QLD"," G","1","EVANS","Rod","One Nation",53
"QLD"," G","1","NELSON","Ian J","One Nation",54
"QLD"," G","1","WATTIE","Russell","",10
"QLD"," G","1","DOWELL","John","",11
"QLD"," G","1","STEVENSON","Paul Joseph","Australian Democrats",22
"QLD"," G","1","CLUSE","Jennifer","Australian Democrats",23
"QLD"," G","1","SCHUBACK","Peter","Australia First Party",26
"QLD"," G","1","MAINE","Nick","Australia First Party",27
"QLD"," G","1","ALBERTS","Kat","Secular Party of Australia",57
"QLD"," G","1","SHELTON","Peter","Secular Party of Australia",58
"QLD"," G","1","CARDWELL","Terence Leonard","The Climate Sceptics",55
"QLD"," G","1","JONES","Lance Herbert","The Climate Sceptics",56
"QLD"," G","1","THIES","Robert","Citizens Electoral Council",44
"QLD"," G","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",43
"QLD"," G","1","BRANDIS","George Henry","Liberal National Party of Queensland",48
"QLD"," G","1","JOYCE","Barnaby","Liberal National Party of Queensland",42
"QLD"," G","1","MASON","Brett","Liberal National Party of Queensland",47
"QLD"," G","1","TROOD","Russell","Liberal National Party of Queensland",46
"QLD"," G","1","BOYD","Julie","Liberal National Party of Queensland",45
"QLD"," G","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",18
"QLD"," G","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",19
"QLD"," G","1","GIBSON","Desiree Lee","Australian Sex Party",59
"QLD"," G","1","SHEEN","Tim","Australian Sex Party",60
"QLD"," G","1","WATERS","Larissa","The Greens",40
"QLD"," G","1","CONNORS","Elizabeth Louise Alice","The Greens",39
"QLD"," G","1","STIRLING","Jenny","The Greens",38
"QLD"," G","1","WATSON","Sam","Socialist Alliance",34
"QLD"," G","1","LOWE","David","Socialist Alliance",35
"QLD"," G","1","LUDWIG","Joe","Australian Labor Party",51
"QLD"," G","1","McLUCAS","Jan","Australian Labor Party",52
"QLD"," G","1","SMITH","David","Australian Labor Party",50
"QLD"," G","1","FENTIMAN","Shannon","Australian Labor Party",49
"QLD"," G","1","FRYAR","Jim","Liberal Democrats (LDP)",36
"QLD"," G","1","FULTON","Robert","Liberal Democrats (LDP)",37
"QLD"," G","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",31
"QLD"," G","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",32
"QLD"," G","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",33
"QLD"," G","1","BRICE","Malcolm","Christian Democratic Party",24
"QLD"," G","1","VOGEL","Tony","Christian Democratic Party",25
"QLD"," G","1","WHITE","Mark","Independent",3
"QLD"," G","1","BAMBRICK","Don","Independent",4
"QLD"," G","1","SMITH","Mark Leslie Chapman","Independent",5
"QLD"," G","1","WIRTH","Jarrod John","Independent",6
"QLD"," G","1","PYKE","Peter","",41
"QLD"," G","1","CARROLL","Maurie","Independent",7
"QLD"," H","1","READING","Scott","Senator On-Line",18
"QLD"," H","1","EMBREY","Joh","Senator On-Line",19
"QLD"," H","1","VETTER","Anne","Carers Alliance",14
"QLD"," H","1","HORNE","Vicki","Carers Alliance",15
"QLD"," H","1","SPENCER","Paul","",47
"QLD"," H","1","SPENCER","Mary","",48
"QLD"," H","1","FRANCIS","Wendy","Family First",49
"QLD"," H","1","FINDLAY","Peter","Family First",50
"QLD"," H","1","NICKSON","Amanda","Family First",51
"QLD"," H","1","PETER","Andrew Mark","Shooters and Fishers",8
"QLD"," H","1","HUGGETT","Chris","Shooters and Fishers",9
"QLD"," H","1","PYKE","John Richard","",45
"QLD"," H","1","TOOLEY","Christopher Ronald","",46
"QLD"," H","1","LINDSAY-PARK","E-Jay","",43
"QLD"," H","1","GUERIN","Lachlan","",44
"QLD"," H","1","EVANS","Rod","One Nation",1
"QLD"," H","1","NELSON","Ian J","One Nation",2
"QLD"," H","1","WATTIE","Russell","",41
"QLD"," H","1","DOWELL","John","",42
"QLD"," H","1","STEVENSON","Paul Joseph","Australian Democrats",39
"QLD"," H","1","CLUSE","Jennifer","Australian Democrats",40
"QLD"," H","1","SCHUBACK","Peter","Australia First Party",20
"QLD"," H","1","MAINE","Nick","Australia First Party",21
"QLD"," H","1","ALBERTS","Kat","Secular Party of Australia",22
"QLD"," H","1","SHELTON","Peter","Secular Party of Australia",23
"QLD"," H","1","CARDWELL","Terence Leonard","The Climate Sceptics",12
"QLD"," H","1","JONES","Lance Herbert","The Climate Sceptics",13
"QLD"," H","1","THIES","Robert","Citizens Electoral Council",16
"QLD"," H","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",17
"QLD"," H","1","BRANDIS","George Henry","Liberal National Party of Queensland",35
"QLD"," H","1","JOYCE","Barnaby","Liberal National Party of Queensland",33
"QLD"," H","1","MASON","Brett","Liberal National Party of Queensland",32
"QLD"," H","1","TROOD","Russell","Liberal National Party of Queensland",36
"QLD"," H","1","BOYD","Julie","Liberal National Party of Queensland",34
"QLD"," H","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",10
"QLD"," H","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",11
"QLD"," H","1","GIBSON","Desiree Lee","Australian Sex Party",37
"QLD"," H","1","SHEEN","Tim","Australian Sex Party",38
"QLD"," H","1","WATERS","Larissa","The Greens",58
"QLD"," H","1","CONNORS","Elizabeth Louise Alice","The Greens",59
"QLD"," H","1","STIRLING","Jenny","The Greens",60
"QLD"," H","1","WATSON","Sam","Socialist Alliance",52
"QLD"," H","1","LOWE","David","Socialist Alliance",53
"QLD"," H","1","LUDWIG","Joe","Australian Labor Party",54
"QLD"," H","1","McLUCAS","Jan","Australian Labor Party",55
"QLD"," H","1","SMITH","David","Australian Labor Party",56
"QLD"," H","1","FENTIMAN","Shannon","Australian Labor Party",57
"QLD"," H","1","FRYAR","Jim","Liberal Democrats (LDP)",24
"QLD"," H","1","FULTON","Robert","Liberal Democrats (LDP)",25
"QLD"," H","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",3
"QLD"," H","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",4
"QLD"," H","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",5
"QLD"," H","1","BRICE","Malcolm","Christian Democratic Party",6
"QLD"," H","1","VOGEL","Tony","Christian Democratic Party",7
"QLD"," H","1","WHITE","Mark","Independent",26
"QLD"," H","1","BAMBRICK","Don","Independent",27
"QLD"," H","1","SMITH","Mark Leslie Chapman","Independent",28
"QLD"," H","1","WIRTH","Jarrod John","Independent",29
"QLD"," H","1","PYKE","Peter","",30
"QLD"," H","1","CARROLL","Maurie","Independent",31
"QLD"," I","1","READING","Scott","Senator On-Line",28
"QLD"," I","1","EMBREY","Joh","Senator On-Line",34
"QLD"," I","1","VETTER","Anne","Carers Alliance",10
"QLD"," I","1","HORNE","Vicki","Carers Alliance",29
"QLD"," I","1","SPENCER","Paul","",11
"QLD"," I","1","SPENCER","Mary","",30
"QLD"," I","1","FRANCIS","Wendy","Family First",12
"QLD"," I","1","FINDLAY","Peter","Family First",35
"QLD"," I","1","NICKSON","Amanda","Family First",31
"QLD"," I","1","PETER","Andrew Mark","Shooters and Fishers",13
"QLD"," I","1","HUGGETT","Chris","Shooters and Fishers",19
"QLD"," I","1","PYKE","John Richard","",41
"QLD"," I","1","TOOLEY","Christopher Ronald","",44
"QLD"," I","1","LINDSAY-PARK","E-Jay","",40
"QLD"," I","1","GUERIN","Lachlan","",43
"QLD"," I","1","EVANS","Rod","One Nation",36
"QLD"," I","1","NELSON","Ian J","One Nation",39
"QLD"," I","1","WATTIE","Russell","",1
"QLD"," I","1","DOWELL","John","",2
"QLD"," I","1","STEVENSON","Paul Joseph","Australian Democrats",14
"QLD"," I","1","CLUSE","Jennifer","Australian Democrats",38
"QLD"," I","1","SCHUBACK","Peter","Australia First Party",15
"QLD"," I","1","MAINE","Nick","Australia First Party",37
"QLD"," I","1","ALBERTS","Kat","Secular Party of Australia",5
"QLD"," I","1","SHELTON","Peter","Secular Party of Australia",24
"QLD"," I","1","CARDWELL","Terence Leonard","The Climate Sceptics",3
"QLD"," I","1","JONES","Lance Herbert","The Climate Sceptics",23
"QLD"," I","1","THIES","Robert","Citizens Electoral Council",9
"QLD"," I","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",22
"QLD"," I","1","BRANDIS","George Henry","Liberal National Party of Queensland",56
"QLD"," I","1","JOYCE","Barnaby","Liberal National Party of Queensland",55
"QLD"," I","1","MASON","Brett","Liberal National Party of Queensland",54
"QLD"," I","1","TROOD","Russell","Liberal National Party of Queensland",53
"QLD"," I","1","BOYD","Julie","Liberal National Party of Queensland",52
"QLD"," I","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",4
"QLD"," I","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",20
"QLD"," I","1","GIBSON","Desiree Lee","Australian Sex Party",17
"QLD"," I","1","SHEEN","Tim","Australian Sex Party",21
"QLD"," I","1","WATERS","Larissa","The Greens",7
"QLD"," I","1","CONNORS","Elizabeth Louise Alice","The Greens",18
"QLD"," I","1","STIRLING","Jenny","The Greens",26
"QLD"," I","1","WATSON","Sam","Socialist Alliance",16
"QLD"," I","1","LOWE","David","Socialist Alliance",32
"QLD"," I","1","LUDWIG","Joe","Australian Labor Party",60
"QLD"," I","1","McLUCAS","Jan","Australian Labor Party",59
"QLD"," I","1","SMITH","David","Australian Labor Party",58
"QLD"," I","1","FENTIMAN","Shannon","Australian Labor Party",57
"QLD"," I","1","FRYAR","Jim","Liberal Democrats (LDP)",6
"QLD"," I","1","FULTON","Robert","Liberal Democrats (LDP)",25
"QLD"," I","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",33
"QLD"," I","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",42
"QLD"," I","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",45
"QLD"," I","1","BRICE","Malcolm","Christian Democratic Party",8
"QLD"," I","1","VOGEL","Tony","Christian Democratic Party",27
"QLD"," I","1","WHITE","Mark","Independent",51
"QLD"," I","1","BAMBRICK","Don","Independent",50
"QLD"," I","1","SMITH","Mark Leslie Chapman","Independent",49
"QLD"," I","1","WIRTH","Jarrod John","Independent",48
"QLD"," I","1","PYKE","Peter","",47
"QLD"," I","1","CARROLL","Maurie","Independent",46
"QLD"," J","1","READING","Scott","Senator On-Line",7
"QLD"," J","2","READING","Scott","Senator On-Line",7
"QLD"," J","1","EMBREY","Joh","Senator On-Line",8
"QLD"," J","2","EMBREY","Joh","Senator On-Line",8
"QLD"," J","1","VETTER","Anne","Carers Alliance",9
"QLD"," J","2","VETTER","Anne","Carers Alliance",9
"QLD"," J","1","HORNE","Vicki","Carers Alliance",10
"QLD"," J","2","HORNE","Vicki","Carers Alliance",10
"QLD"," J","1","SPENCER","Paul","",22
"QLD"," J","2","SPENCER","Paul","",22
"QLD"," J","1","SPENCER","Mary","",23
"QLD"," J","2","SPENCER","Mary","",23
"QLD"," J","1","FRANCIS","Wendy","Family First",44
"QLD"," J","2","FRANCIS","Wendy","Family First",44
"QLD"," J","1","FINDLAY","Peter","Family First",45
"QLD"," J","2","FINDLAY","Peter","Family First",45
"QLD"," J","1","NICKSON","Amanda","Family First",46
"QLD"," J","2","NICKSON","Amanda","Family First",46
"QLD"," J","1","PETER","Andrew Mark","Shooters and Fishers",47
"QLD"," J","2","PETER","Andrew Mark","Shooters and Fishers",47
"QLD"," J","1","HUGGETT","Chris","Shooters and Fishers",48
"QLD"," J","2","HUGGETT","Chris","Shooters and Fishers",48
"QLD"," J","1","PYKE","John Richard","",3
"QLD"," J","2","PYKE","John Richard","",3
"QLD"," J","1","TOOLEY","Christopher Ronald","",4
"QLD"," J","2","TOOLEY","Christopher Ronald","",4
"QLD"," J","1","LINDSAY-PARK","E-Jay","",24
"QLD"," J","2","LINDSAY-PARK","E-Jay","",24
"QLD"," J","1","GUERIN","Lachlan","",25
"QLD"," J","2","GUERIN","Lachlan","",25
"QLD"," J","1","EVANS","Rod","One Nation",49
"QLD"," J","2","EVANS","Rod","One Nation",49
"QLD"," J","1","NELSON","Ian J","One Nation",50
"QLD"," J","2","NELSON","Ian J","One Nation",50
"QLD"," J","1","WATTIE","Russell","",5
"QLD"," J","2","WATTIE","Russell","",5
"QLD"," J","1","DOWELL","John","",6
"QLD"," J","2","DOWELL","John","",6
"QLD"," J","1","STEVENSON","Paul Joseph","Australian Democrats",1
"QLD"," J","2","STEVENSON","Paul Joseph","Australian Democrats",1
"QLD"," J","1","CLUSE","Jennifer","Australian Democrats",2
"QLD"," J","2","CLUSE","Jennifer","Australian Democrats",2
"QLD"," J","1","SCHUBACK","Peter","Australia First Party",51
"QLD"," J","2","SCHUBACK","Peter","Australia First Party",51
"QLD"," J","1","MAINE","Nick","Australia First Party",52
"QLD"," J","2","MAINE","Nick","Australia First Party",52
"QLD"," J","1","ALBERTS","Kat","Secular Party of Australia",16
"QLD"," J","2","ALBERTS","Kat","Secular Party of Australia",16
"QLD"," J","1","SHELTON","Peter","Secular Party of Australia",17
"QLD"," J","2","SHELTON","Peter","Secular Party of Australia",17
"QLD"," J","1","CARDWELL","Terence Leonard","The Climate Sceptics",59
"QLD"," J","2","CARDWELL","Terence Leonard","The Climate Sceptics",59
"QLD"," J","1","JONES","Lance Herbert","The Climate Sceptics",60
"QLD"," J","2","JONES","Lance Herbert","The Climate Sceptics",60
"QLD"," J","1","THIES","Robert","Citizens Electoral Council",18
"QLD"," J","2","THIES","Robert","Citizens Electoral Council",18
"QLD"," J","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",19
"QLD"," J","2","HETHERINGTON","Maurice Verney","Citizens Electoral Council",19
"QLD"," J","1","BRANDIS","George Henry","Liberal National Party of Queensland",26
"QLD"," J","2","BRANDIS","George Henry","Liberal National Party of Queensland",30
"QLD"," J","1","JOYCE","Barnaby","Liberal National Party of Queensland",27
"QLD"," J","2","JOYCE","Barnaby","Liberal National Party of Queensland",31
"QLD"," J","1","MASON","Brett","Liberal National Party of Queensland",28
"QLD"," J","2","MASON","Brett","Liberal National Party of Queensland",32
"QLD"," J","1","TROOD","Russell","Liberal National Party of Queensland",29
"QLD"," J","2","TROOD","Russell","Liberal National Party of Queensland",33
"QLD"," J","1","BOYD","Julie","Liberal National Party of Queensland",30
"QLD"," J","2","BOYD","Julie","Liberal National Party of Queensland",34
"QLD"," J","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",42
"QLD"," J","2","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",42
"QLD"," J","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",43
"QLD"," J","2","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",43
"QLD"," J","1","GIBSON","Desiree Lee","Australian Sex Party",14
"QLD"," J","2","GIBSON","Desiree Lee","Australian Sex Party",14
"QLD"," J","1","SHEEN","Tim","Australian Sex Party",15
"QLD"," J","2","SHEEN","Tim","Australian Sex Party",15
"QLD"," J","1","WATERS","Larissa","The Greens",11
"QLD"," J","2","WATERS","Larissa","The Greens",11
"QLD"," J","1","CONNORS","Elizabeth Louise Alice","The Greens",12
"QLD"," J","2","CONNORS","Elizabeth Louise Alice","The Greens",12
"QLD"," J","1","STIRLING","Jenny","The Greens",13
"QLD"," J","2","STIRLING","Jenny","The Greens",13
"QLD"," J","1","WATSON","Sam","Socialist Alliance",20
"QLD"," J","2","WATSON","Sam","Socialist Alliance",20
"QLD"," J","1","LOWE","David","Socialist Alliance",21
"QLD"," J","2","LOWE","David","Socialist Alliance",21
"QLD"," J","1","LUDWIG","Joe","Australian Labor Party",31
"QLD"," J","2","LUDWIG","Joe","Australian Labor Party",26
"QLD"," J","1","McLUCAS","Jan","Australian Labor Party",32
