StateAb,Ticket,TicketNo,Surname,GivenName,Party,Preference
"QLD"," Q","1","NELSON","Ian J","One Nation",60
"QLD"," Q","1","WATTIE","Russell","",34
"QLD"," Q","1","DOWELL","John","",33
"QLD"," Q","1","STEVENSON","Paul Joseph","Australian Democrats",9
"QLD"," Q","1","CLUSE","Jennifer","Australian Democrats",10
"QLD"," Q","1","SCHUBACK","Peter","Australia First Party",49
"QLD"," Q","1","MAINE","Nick","Australia First Party",50
"QLD"," Q","1","ALBERTS","Kat","Secular Party of Australia",3
"QLD"," Q","1","SHELTON","Peter","Secular Party of Australia",4
"QLD"," Q","1","CARDWELL","Terence Leonard","The Climate Sceptics",41
"QLD"," Q","1","JONES","Lance Herbert","The Climate Sceptics",42
"QLD"," Q","1","THIES","Robert","Citizens Electoral Council",47
"QLD"," Q","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",48
"QLD"," Q","1","BRANDIS","George Henry","Liberal National Party of Queensland",25
"QLD"," Q","1","JOYCE","Barnaby","Liberal National Party of Queensland",26
"QLD"," Q","1","MASON","Brett","Liberal National Party of Queensland",24
"QLD"," Q","1","TROOD","Russell","Liberal National Party of Queensland",23
"QLD"," Q","1","BOYD","Julie","Liberal National Party of Queensland",22
"QLD"," Q","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",43
"QLD"," Q","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",44
"QLD"," Q","1","GIBSON","Desiree Lee","Australian Sex Party",1
"QLD"," Q","1","SHEEN","Tim","Australian Sex Party",2
"QLD"," Q","1","WATERS","Larissa","The Greens",13
"QLD"," Q","1","CONNORS","Elizabeth Louise Alice","The Greens",14
"QLD"," Q","1","STIRLING","Jenny","The Greens",15
"QLD"," Q","1","WATSON","Sam","Socialist Alliance",20
"QLD"," Q","1","LOWE","David","Socialist Alliance",21
"QLD"," Q","1","LUDWIG","Joe","Australian Labor Party",16
"QLD"," Q","1","McLUCAS","Jan","Australian Labor Party",17
"QLD"," Q","1","SMITH","David","Australian Labor Party",18
"QLD"," Q","1","FENTIMAN","Shannon","Australian Labor Party",19
"QLD"," Q","1","FRYAR","Jim","Liberal Democrats (LDP)",7
"QLD"," Q","1","FULTON","Robert","Liberal Democrats (LDP)",8
"QLD"," Q","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",51
"QLD"," Q","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",52
"QLD"," Q","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",53
"QLD"," Q","1","BRICE","Malcolm","Christian Democratic Party",55
"QLD"," Q","1","VOGEL","Tony","Christian Democratic Party",54
"QLD"," Q","1","WHITE","Mark","Independent",32
"QLD"," Q","1","BAMBRICK","Don","Independent",31
"QLD"," Q","1","SMITH","Mark Leslie Chapman","Independent",30
"QLD"," Q","1","WIRTH","Jarrod John","Independent",29
"QLD"," Q","1","PYKE","Peter","",28
"QLD"," Q","1","CARROLL","Maurie","Independent",27
"QLD"," R","1","READING","Scott","Senator On-Line",20
"QLD"," R","1","EMBREY","Joh","Senator On-Line",21
"QLD"," R","1","VETTER","Anne","Carers Alliance",8
"QLD"," R","1","HORNE","Vicki","Carers Alliance",9
"QLD"," R","1","SPENCER","Paul","",18
"QLD"," R","1","SPENCER","Mary","",19
"QLD"," R","1","FRANCIS","Wendy","Family First",47
"QLD"," R","1","FINDLAY","Peter","Family First",48
"QLD"," R","1","NICKSON","Amanda","Family First",49
"QLD"," R","1","PETER","Andrew Mark","Shooters and Fishers",45
"QLD"," R","1","HUGGETT","Chris","Shooters and Fishers",46
"QLD"," R","1","PYKE","John Richard","",14
"QLD"," R","1","TOOLEY","Christopher Ronald","",15
"QLD"," R","1","LINDSAY-PARK","E-Jay","",33
"QLD"," R","1","GUERIN","Lachlan","",34
"QLD"," R","1","EVANS","Rod","One Nation",40
"QLD"," R","1","NELSON","Ian J","One Nation",41
"QLD"," R","1","WATTIE","Russell","",10
"QLD"," R","1","DOWELL","John","",11
"QLD"," R","1","STEVENSON","Paul Joseph","Australian Democrats",4
"QLD"," R","1","CLUSE","Jennifer","Australian Democrats",5
"QLD"," R","1","SCHUBACK","Peter","Australia First Party",52
"QLD"," R","1","MAINE","Nick","Australia First Party",53
"QLD"," R","1","ALBERTS","Kat","Secular Party of Australia",6
"QLD"," R","1","SHELTON","Peter","Secular Party of Australia",7
"QLD"," R","1","CARDWELL","Terence Leonard","The Climate Sceptics",50
"QLD"," R","1","JONES","Lance Herbert","The Climate Sceptics",51
"QLD"," R","1","THIES","Robert","Citizens Electoral Council",54
"QLD"," R","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",55
"QLD"," R","1","BRANDIS","George Henry","Liberal National Party of Queensland",35
"QLD"," R","1","JOYCE","Barnaby","Liberal National Party of Queensland",36
"QLD"," R","1","MASON","Brett","Liberal National Party of Queensland",37
"QLD"," R","1","TROOD","Russell","Liberal National Party of Queensland",38
"QLD"," R","1","BOYD","Julie","Liberal National Party of Queensland",39
"QLD"," R","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",43
"QLD"," R","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",44
"QLD"," R","1","GIBSON","Desiree Lee","Australian Sex Party",16
"QLD"," R","1","SHEEN","Tim","Australian Sex Party",17
"QLD"," R","1","WATERS","Larissa","The Greens",1
"QLD"," R","1","CONNORS","Elizabeth Louise Alice","The Greens",2
"QLD"," R","1","STIRLING","Jenny","The Greens",3
"QLD"," R","1","WATSON","Sam","Socialist Alliance",12
"QLD"," R","1","LOWE","David","Socialist Alliance",13
"QLD"," R","1","LUDWIG","Joe","Australian Labor Party",27
"QLD"," R","1","McLUCAS","Jan","Australian Labor Party",28
"QLD"," R","1","SMITH","David","Australian Labor Party",29
"QLD"," R","1","FENTIMAN","Shannon","Australian Labor Party",30
"QLD"," R","1","FRYAR","Jim","Liberal Democrats (LDP)",31
"QLD"," R","1","FULTON","Robert","Liberal Democrats (LDP)",32
"QLD"," R","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",58
"QLD"," R","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",59
"QLD"," R","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",60
"QLD"," R","1","BRICE","Malcolm","Christian Democratic Party",56
"QLD"," R","1","VOGEL","Tony","Christian Democratic Party",57
"QLD"," R","1","WHITE","Mark","Independent",26
"QLD"," R","1","BAMBRICK","Don","Independent",24
"QLD"," R","1","SMITH","Mark Leslie Chapman","Independent",22
"QLD"," R","1","WIRTH","Jarrod John","Independent",25
"QLD"," R","1","PYKE","Peter","",42
"QLD"," R","1","CARROLL","Maurie","Independent",23
"QLD"," S","1","READING","Scott","Senator On-Line",18
"QLD"," S","1","EMBREY","Joh","Senator On-Line",19
"QLD"," S","1","VETTER","Anne","Carers Alliance",12
"QLD"," S","1","HORNE","Vicki","Carers Alliance",13
"QLD"," S","1","SPENCER","Paul","",20
"QLD"," S","1","SPENCER","Mary","",21
"QLD"," S","1","FRANCIS","Wendy","Family First",44
"QLD"," S","1","FINDLAY","Peter","Family First",45
"QLD"," S","1","NICKSON","Amanda","Family First",46
"QLD"," S","1","PETER","Andrew Mark","Shooters and Fishers",40
"QLD"," S","1","HUGGETT","Chris","Shooters and Fishers",41
"QLD"," S","1","PYKE","John Richard","",22
"QLD"," S","1","TOOLEY","Christopher Ronald","",23
"QLD"," S","1","LINDSAY-PARK","E-Jay","",24
"QLD"," S","1","GUERIN","Lachlan","",25
"QLD"," S","1","EVANS","Rod","One Nation",51
"QLD"," S","1","NELSON","Ian J","One Nation",52
"QLD"," S","1","WATTIE","Russell","",26
"QLD"," S","1","DOWELL","John","",27
"QLD"," S","1","STEVENSON","Paul Joseph","Australian Democrats",14
"QLD"," S","1","CLUSE","Jennifer","Australian Democrats",15
"QLD"," S","1","SCHUBACK","Peter","Australia First Party",49
"QLD"," S","1","MAINE","Nick","Australia First Party",50
"QLD"," S","1","ALBERTS","Kat","Secular Party of Australia",16
"QLD"," S","1","SHELTON","Peter","Secular Party of Australia",17
"QLD"," S","1","CARDWELL","Terence Leonard","The Climate Sceptics",42
"QLD"," S","1","JONES","Lance Herbert","The Climate Sceptics",43
"QLD"," S","1","THIES","Robert","Citizens Electoral Council",53
"QLD"," S","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",54
"QLD"," S","1","BRANDIS","George Henry","Liberal National Party of Queensland",28
"QLD"," S","1","JOYCE","Barnaby","Liberal National Party of Queensland",29
"QLD"," S","1","MASON","Brett","Liberal National Party of Queensland",30
"QLD"," S","1","TROOD","Russell","Liberal National Party of Queensland",31
"QLD"," S","1","BOYD","Julie","Liberal National Party of Queensland",32
"QLD"," S","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",38
"QLD"," S","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",39
"QLD"," S","1","GIBSON","Desiree Lee","Australian Sex Party",6
"QLD"," S","1","SHEEN","Tim","Australian Sex Party",7
"QLD"," S","1","WATERS","Larissa","The Greens",3
"QLD"," S","1","CONNORS","Elizabeth Louise Alice","The Greens",4
"QLD"," S","1","STIRLING","Jenny","The Greens",5
"QLD"," S","1","WATSON","Sam","Socialist Alliance",1
"QLD"," S","1","LOWE","David","Socialist Alliance",2
"QLD"," S","1","LUDWIG","Joe","Australian Labor Party",8
"QLD"," S","1","McLUCAS","Jan","Australian Labor Party",9
"QLD"," S","1","SMITH","David","Australian Labor Party",10
"QLD"," S","1","FENTIMAN","Shannon","Australian Labor Party",11
"QLD"," S","1","FRYAR","Jim","Liberal Democrats (LDP)",33
"QLD"," S","1","FULTON","Robert","Liberal Democrats (LDP)",34
"QLD"," S","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",35
"QLD"," S","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",36
"QLD"," S","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",37
"QLD"," S","1","BRICE","Malcolm","Christian Democratic Party",47
"QLD"," S","1","VOGEL","Tony","Christian Democratic Party",48
"QLD"," S","1","WHITE","Mark","Independent",55
"QLD"," S","1","BAMBRICK","Don","Independent",56
"QLD"," S","1","SMITH","Mark Leslie Chapman","Independent",57
"QLD"," S","1","WIRTH","Jarrod John","Independent",58
"QLD"," S","1","PYKE","Peter","",59
"QLD"," S","1","CARROLL","Maurie","Independent",60
"QLD"," T","1","READING","Scott","Senator On-Line",15
"QLD"," T","1","EMBREY","Joh","Senator On-Line",16
"QLD"," T","1","VETTER","Anne","Carers Alliance",13
"QLD"," T","1","HORNE","Vicki","Carers Alliance",14
"QLD"," T","1","SPENCER","Paul","",25
"QLD"," T","1","SPENCER","Mary","",26
"QLD"," T","1","FRANCIS","Wendy","Family First",47
"QLD"," T","1","FINDLAY","Peter","Family First",48
"QLD"," T","1","NICKSON","Amanda","Family First",49
"QLD"," T","1","PETER","Andrew Mark","Shooters and Fishers",45
"QLD"," T","1","HUGGETT","Chris","Shooters and Fishers",46
"QLD"," T","1","PYKE","John Richard","",27
"QLD"," T","1","TOOLEY","Christopher Ronald","",28
"QLD"," T","1","LINDSAY-PARK","E-Jay","",29
"QLD"," T","1","GUERIN","Lachlan","",30
"QLD"," T","1","EVANS","Rod","One Nation",59
"QLD"," T","1","NELSON","Ian J","One Nation",60
"QLD"," T","1","WATTIE","Russell","",31
"QLD"," T","1","DOWELL","John","",32
"QLD"," T","1","STEVENSON","Paul Joseph","Australian Democrats",17
"QLD"," T","1","CLUSE","Jennifer","Australian Democrats",18
"QLD"," T","1","SCHUBACK","Peter","Australia First Party",57
"QLD"," T","1","MAINE","Nick","Australia First Party",58
"QLD"," T","1","ALBERTS","Kat","Secular Party of Australia",21
"QLD"," T","1","SHELTON","Peter","Secular Party of Australia",22
"QLD"," T","1","CARDWELL","Terence Leonard","The Climate Sceptics",41
"QLD"," T","1","JONES","Lance Herbert","The Climate Sceptics",42
"QLD"," T","1","THIES","Robert","Citizens Electoral Council",55
"QLD"," T","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",56
"QLD"," T","1","BRANDIS","George Henry","Liberal National Party of Queensland",50
"QLD"," T","1","JOYCE","Barnaby","Liberal National Party of Queensland",51
"QLD"," T","1","MASON","Brett","Liberal National Party of Queensland",52
"QLD"," T","1","TROOD","Russell","Liberal National Party of Queensland",53
"QLD"," T","1","BOYD","Julie","Liberal National Party of Queensland",54
"QLD"," T","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",11
"QLD"," T","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",12
"QLD"," T","1","GIBSON","Desiree Lee","Australian Sex Party",39
"QLD"," T","1","SHEEN","Tim","Australian Sex Party",40
"QLD"," T","1","WATERS","Larissa","The Greens",5
"QLD"," T","1","CONNORS","Elizabeth Louise Alice","The Greens",6
"QLD"," T","1","STIRLING","Jenny","The Greens",7
"QLD"," T","1","WATSON","Sam","Socialist Alliance",19
"QLD"," T","1","LOWE","David","Socialist Alliance",20
"QLD"," T","1","LUDWIG","Joe","Australian Labor Party",1
"QLD"," T","1","McLUCAS","Jan","Australian Labor Party",2
"QLD"," T","1","SMITH","David","Australian Labor Party",3
"QLD"," T","1","FENTIMAN","Shannon","Australian Labor Party",4
"QLD"," T","1","FRYAR","Jim","Liberal Democrats (LDP)",23
"QLD"," T","1","FULTON","Robert","Liberal Democrats (LDP)",24
"QLD"," T","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",8
"QLD"," T","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",9
"QLD"," T","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",10
"QLD"," T","1","BRICE","Malcolm","Christian Democratic Party",43
"QLD"," T","1","VOGEL","Tony","Christian Democratic Party",44
"QLD"," T","1","WHITE","Mark","Independent",37
"QLD"," T","1","BAMBRICK","Don","Independent",33
"QLD"," T","1","SMITH","Mark Leslie Chapman","Independent",36
"QLD"," T","1","WIRTH","Jarrod John","Independent",38
"QLD"," T","1","PYKE","Peter","",35
"QLD"," T","1","CARROLL","Maurie","Independent",34
"QLD"," U","1","READING","Scott","Senator On-Line",22
"QLD"," U","1","EMBREY","Joh","Senator On-Line",23
"QLD"," U","1","VETTER","Anne","Carers Alliance",12
"QLD"," U","1","HORNE","Vicki","Carers Alliance",13
"QLD"," U","1","SPENCER","Paul","",14
"QLD"," U","1","SPENCER","Mary","",15
"QLD"," U","1","FRANCIS","Wendy","Family First",32
"QLD"," U","1","FINDLAY","Peter","Family First",33
"QLD"," U","1","NICKSON","Amanda","Family First",34
"QLD"," U","1","PETER","Andrew Mark","Shooters and Fishers",24
"QLD"," U","1","HUGGETT","Chris","Shooters and Fishers",25
"QLD"," U","1","PYKE","John Richard","",18
"QLD"," U","1","TOOLEY","Christopher Ronald","",19
"QLD"," U","1","LINDSAY-PARK","E-Jay","",20
"QLD"," U","1","GUERIN","Lachlan","",21
"QLD"," U","1","EVANS","Rod","One Nation",16
"QLD"," U","1","NELSON","Ian J","One Nation",17
"QLD"," U","1","WATTIE","Russell","",5
"QLD"," U","1","DOWELL","John","",6
"QLD"," U","1","STEVENSON","Paul Joseph","Australian Democrats",26
"QLD"," U","1","CLUSE","Jennifer","Australian Democrats",27
"QLD"," U","1","SCHUBACK","Peter","Australia First Party",35
"QLD"," U","1","MAINE","Nick","Australia First Party",36
"QLD"," U","1","ALBERTS","Kat","Secular Party of Australia",30
"QLD"," U","1","SHELTON","Peter","Secular Party of Australia",31
"QLD"," U","1","CARDWELL","Terence Leonard","The Climate Sceptics",8
"QLD"," U","1","JONES","Lance Herbert","The Climate Sceptics",9
"QLD"," U","1","THIES","Robert","Citizens Electoral Council",37
"QLD"," U","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",38
"QLD"," U","1","BRANDIS","George Henry","Liberal National Party of Queensland",45
"QLD"," U","1","JOYCE","Barnaby","Liberal National Party of Queensland",46
"QLD"," U","1","MASON","Brett","Liberal National Party of Queensland",49
"QLD"," U","1","TROOD","Russell","Liberal National Party of Queensland",53
"QLD"," U","1","BOYD","Julie","Liberal National Party of Queensland",54
"QLD"," U","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",28
"QLD"," U","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",29
"QLD"," U","1","GIBSON","Desiree Lee","Australian Sex Party",10
"QLD"," U","1","SHEEN","Tim","Australian Sex Party",11
"QLD"," U","1","WATERS","Larissa","The Greens",58
"QLD"," U","1","CONNORS","Elizabeth Louise Alice","The Greens",59
"QLD"," U","1","STIRLING","Jenny","The Greens",60
"QLD"," U","1","WATSON","Sam","Socialist Alliance",56
"QLD"," U","1","LOWE","David","Socialist Alliance",57
"QLD"," U","1","LUDWIG","Joe","Australian Labor Party",47
"QLD"," U","1","McLUCAS","Jan","Australian Labor Party",48
"QLD"," U","1","SMITH","David","Australian Labor Party",50
"QLD"," U","1","FENTIMAN","Shannon","Australian Labor Party",55
"QLD"," U","1","FRYAR","Jim","Liberal Democrats (LDP)",1
"QLD"," U","1","FULTON","Robert","Liberal Democrats (LDP)",2
"QLD"," U","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",3
"QLD"," U","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",4
"QLD"," U","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",7
"QLD"," U","1","BRICE","Malcolm","Christian Democratic Party",51
"QLD"," U","1","VOGEL","Tony","Christian Democratic Party",52
"QLD"," U","1","WHITE","Mark","Independent",39
"QLD"," U","1","BAMBRICK","Don","Independent",40
"QLD"," U","1","SMITH","Mark Leslie Chapman","Independent",41
"QLD"," U","1","WIRTH","Jarrod John","Independent",42
"QLD"," U","1","PYKE","Peter","",43
"QLD"," U","1","CARROLL","Maurie","Independent",44
"QLD"," V","1","READING","Scott","Senator On-Line",28
"QLD"," V","1","EMBREY","Joh","Senator On-Line",29
"QLD"," V","1","VETTER","Anne","Carers Alliance",30
"QLD"," V","1","HORNE","Vicki","Carers Alliance",31
"QLD"," V","1","SPENCER","Paul","",32
"QLD"," V","1","SPENCER","Mary","",33
"QLD"," V","1","FRANCIS","Wendy","Family First",10
"QLD"," V","1","FINDLAY","Peter","Family First",11
"QLD"," V","1","NICKSON","Amanda","Family First",12
"QLD"," V","1","PETER","Andrew Mark","Shooters and Fishers",15
"QLD"," V","1","HUGGETT","Chris","Shooters and Fishers",16
"QLD"," V","1","PYKE","John Richard","",40
"QLD"," V","1","TOOLEY","Christopher Ronald","",41
"QLD"," V","1","LINDSAY-PARK","E-Jay","",4
"QLD"," V","1","GUERIN","Lachlan","",5
"QLD"," V","1","EVANS","Rod","One Nation",8
"QLD"," V","1","NELSON","Ian J","One Nation",9
"QLD"," V","1","WATTIE","Russell","",42
"QLD"," V","1","DOWELL","John","",43
"QLD"," V","1","STEVENSON","Paul Joseph","Australian Democrats",46
"QLD"," V","1","CLUSE","Jennifer","Australian Democrats",47
"QLD"," V","1","SCHUBACK","Peter","Australia First Party",44
"QLD"," V","1","MAINE","Nick","Australia First Party",45
"QLD"," V","1","ALBERTS","Kat","Secular Party of Australia",50
"QLD"," V","1","SHELTON","Peter","Secular Party of Australia",51
"QLD"," V","1","CARDWELL","Terence Leonard","The Climate Sceptics",13
"QLD"," V","1","JONES","Lance Herbert","The Climate Sceptics",14
"QLD"," V","1","THIES","Robert","Citizens Electoral Council",48
"QLD"," V","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",49
"QLD"," V","1","BRANDIS","George Henry","Liberal National Party of Queensland",27
"QLD"," V","1","JOYCE","Barnaby","Liberal National Party of Queensland",20
"QLD"," V","1","MASON","Brett","Liberal National Party of Queensland",19
"QLD"," V","1","TROOD","Russell","Liberal National Party of Queensland",21
"QLD"," V","1","BOYD","Julie","Liberal National Party of Queensland",22
"QLD"," V","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",17
"QLD"," V","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",18
"QLD"," V","1","GIBSON","Desiree Lee","Australian Sex Party",52
"QLD"," V","1","SHEEN","Tim","Australian Sex Party",53
"QLD"," V","1","WATERS","Larissa","The Greens",60
"QLD"," V","1","CONNORS","Elizabeth Louise Alice","The Greens",59
"QLD"," V","1","STIRLING","Jenny","The Greens",58
"QLD"," V","1","WATSON","Sam","Socialist Alliance",57
"QLD"," V","1","LOWE","David","Socialist Alliance",56
"QLD"," V","1","LUDWIG","Joe","Australian Labor Party",54
"QLD"," V","1","McLUCAS","Jan","Australian Labor Party",55
"QLD"," V","1","SMITH","David","Australian Labor Party",23
"QLD"," V","1","FENTIMAN","Shannon","Australian Labor Party",24
"QLD"," V","1","FRYAR","Jim","Liberal Democrats (LDP)",25
"QLD"," V","1","FULTON","Robert","Liberal Democrats (LDP)",26
"QLD"," V","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",1
"QLD"," V","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",2
"QLD"," V","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",3
"QLD"," V","1","BRICE","Malcolm","Christian Democratic Party",6
"QLD"," V","1","VOGEL","Tony","Christian Democratic Party",7
"QLD"," V","1","WHITE","Mark","Independent",39
"QLD"," V","1","BAMBRICK","Don","Independent",38
"QLD"," V","1","SMITH","Mark Leslie Chapman","Independent",37
"QLD"," V","1","WIRTH","Jarrod John","Independent",36
"QLD"," V","1","PYKE","Peter","",35
"QLD"," V","1","CARROLL","Maurie","Independent",34
"QLD"," W","1","READING","Scott","Senator On-Line",26
"QLD"," W","1","EMBREY","Joh","Senator On-Line",27
"QLD"," W","1","VETTER","Anne","Carers Alliance",18
"QLD"," W","1","HORNE","Vicki","Carers Alliance",19
"QLD"," W","1","SPENCER","Paul","",32
"QLD"," W","1","SPENCER","Mary","",33
"QLD"," W","1","FRANCIS","Wendy","Family First",6
"QLD"," W","1","FINDLAY","Peter","Family First",7
"QLD"," W","1","NICKSON","Amanda","Family First",8
"QLD"," W","1","PETER","Andrew Mark","Shooters and Fishers",16
"QLD"," W","1","HUGGETT","Chris","Shooters and Fishers",17
"QLD"," W","1","PYKE","John Richard","",34
"QLD"," W","1","TOOLEY","Christopher Ronald","",35
"QLD"," W","1","LINDSAY-PARK","E-Jay","",14
"QLD"," W","1","GUERIN","Lachlan","",15
"QLD"," W","1","EVANS","Rod","One Nation",24
"QLD"," W","1","NELSON","Ian J","One Nation",25
"QLD"," W","1","WATTIE","Russell","",36
"QLD"," W","1","DOWELL","John","",37
"QLD"," W","1","STEVENSON","Paul Joseph","Australian Democrats",57
"QLD"," W","1","CLUSE","Jennifer","Australian Democrats",58
"QLD"," W","1","SCHUBACK","Peter","Australia First Party",30
"QLD"," W","1","MAINE","Nick","Australia First Party",31
"QLD"," W","1","ALBERTS","Kat","Secular Party of Australia",52
"QLD"," W","1","SHELTON","Peter","Secular Party of Australia",53
"QLD"," W","1","CARDWELL","Terence Leonard","The Climate Sceptics",22
"QLD"," W","1","JONES","Lance Herbert","The Climate Sceptics",23
"QLD"," W","1","THIES","Robert","Citizens Electoral Council",38
"QLD"," W","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",39
"QLD"," W","1","BRANDIS","George Henry","Liberal National Party of Queensland",9
"QLD"," W","1","JOYCE","Barnaby","Liberal National Party of Queensland",10
"QLD"," W","1","MASON","Brett","Liberal National Party of Queensland",11
"QLD"," W","1","TROOD","Russell","Liberal National Party of Queensland",12
"QLD"," W","1","BOYD","Julie","Liberal National Party of Queensland",13
"QLD"," W","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",20
"QLD"," W","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",21
"QLD"," W","1","GIBSON","Desiree Lee","Australian Sex Party",59
"QLD"," W","1","SHEEN","Tim","Australian Sex Party",60
"QLD"," W","1","WATERS","Larissa","The Greens",54
"QLD"," W","1","CONNORS","Elizabeth Louise Alice","The Greens",55
"QLD"," W","1","STIRLING","Jenny","The Greens",56
"QLD"," W","1","WATSON","Sam","Socialist Alliance",50
"QLD"," W","1","LOWE","David","Socialist Alliance",51
"QLD"," W","1","LUDWIG","Joe","Australian Labor Party",46
"QLD"," W","1","McLUCAS","Jan","Australian Labor Party",47
"QLD"," W","1","SMITH","David","Australian Labor Party",48
"QLD"," W","1","FENTIMAN","Shannon","Australian Labor Party",49
"QLD"," W","1","FRYAR","Jim","Liberal Democrats (LDP)",28
"QLD"," W","1","FULTON","Robert","Liberal Democrats (LDP)",29
"QLD"," W","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",3
"QLD"," W","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",4
"QLD"," W","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",5
"QLD"," W","1","BRICE","Malcolm","Christian Democratic Party",1
"QLD"," W","1","VOGEL","Tony","Christian Democratic Party",2
"QLD"," W","1","WHITE","Mark","Independent",40
"QLD"," W","1","BAMBRICK","Don","Independent",41
"QLD"," W","1","SMITH","Mark Leslie Chapman","Independent",42
"QLD"," W","1","WIRTH","Jarrod John","Independent",43
"QLD"," W","1","PYKE","Peter","",44
"QLD"," W","1","CARROLL","Maurie","Independent",45
